"uid","idx","note"
 "BD054","1","Only organist for many years; OA 213"
 "MW024","1","Arrived in England in 1789 and entered the York convent school with her sister Volsci in 1790."
 "MW038","1","She entered the York convent school in 1777."
 "MW038","2","Her father was a portrait painter.  Her grandfather, John Alexander, and uncle, Cosmo Alexander, were painters and were both ardent Jacobites (ODNB Sir George Chalmers)."
 "BD071","1","Her profession document is signed with  a mark (sign of cross). "
 "CB164","1","Mother probably an Errington of Walwick Grange, Northumberland."
 "PA163","1","Of the Talbot family of Thornton, Yorks. Possibly daughter of John Talbot of Thornton (d. 1638) and Jane Crosland of Harum, whose daughter Jane died unmaried (Stirnet)."
 "BB132","1","Daughter of Edward Paston of Appleton, Norfolk (died before 6 May 1630) and his wife Margaret Berney (born c. 1566); named as one of two unmarried daughters in a manuscript genealogy of c. 1635 published by Francis Worship in 1852 (Norfolk Rec. Office MC 662/23 and BL/ AD/3/9). Thorpe Old Hall, in Thorpe St Andrew, Broadland, Norfolk, was the town house of Sir Edward Paston (d. 1630), http://homepage.mac.com/philipdavis/English%20sites/4057.html (scheduled sites and monuments, with photograph)."
 "BB133","1","Daughter of Edward Paston of Appleton, Norfolk (died before 6 May 1630) and his wife Margaret Berney (born c. 1566); named as one of two unmarried daughters in a manuscript genealogy of c. 1635 published by Francis Worship in 1852 (Norfol Rec. Office MC 662/23 and BL/ AD/3/9). Thorpe Old Hall, in Thorpe St Andrew, Broadland, Norfolk, was the town house of Sir Edward Paston (d. 1630), http://homepage.mac.com/philipdavis/English%20sites/4057.html (scheduled sites and monuments, with photograph)."
 "LA270","1","Towneley Hall, near Burley, Lancs, is today a museum. A large chart of the family tree is displayed in the Towneley Room: www.towneley.org/info/23/towneley_family."
 "BF098","1","Birthplace perhaps Trelouth, Trelowth, Cornwall."
 "BA170","1","Her will (written in 1731) was proved at Durham (probate 1741 T80); it confirms that she was due one thousand pounds at Ralph Salvin's death (d. 1729) under the terms of her mother's marriage settlement, but did not inherit her father's lands."
 "HC036","1","Hardman wrongly gives her date of birth as 1837 21 Jan; the annal states 1846 21 Jan."
 "HC036","2","She suffered from slight attacks of paralysis which weakened her mind and body."
 "BA170","2","Her mother was daughter of Henry Browne, 5th visc Montague."
 "HC037","1","She was the last surviving nun of Hoogstraten to die."
 "AC037","1","Valenciennes was not an English Carmel and was suppressed by the authorities."
 "AC145","1","When French convents were suppressed and dispersed by the authorities decided to live in an English convent."
 "AC146","1","When the French convents were suppressed and dispersed went first to the English Benedictines and then to the Antwerp Carmelites in England."
 "HC004","1","She had consumption when she arrived at Hoogstraten due to the flight from the siege of Valenciennes."
 "HC007","1","Her health was very bad which led to difficulties finding a new convent, though her sister refused to enter without her."
 "HC006","1","She refused to enter a new convent without her sister, whose health was very bad."
 "HC007","2","She was so ill that she could not follow community duties."
 "OB121","1","for biog of this branch of the family see Baker's Northants & Nichols Literary 
Anecdotes vol ix p251"
 "AC079","1","Her brothers were Revs John and George Keynes SJ, both in ODNB."
 "AC084","1","Moved to Dusseldorf, then to Munsterfelt  returned to Dusseldorf in 1659. In 1661 at the request of the local ruler went to Newburgh to found a Carmel taking with her others from Antwerp; see Hallett, 74-5. See also account in Hoogstraten archives image 489"
 "AC030","1","Duchess of Newcastle led her to her clothing: annals 515."
 "HC059","1","Their Aunt was Suzanna van Dyck a beguin in Antwerpen. Dutch article p 29"
 "HC058","1","Their Aunt was Suzanna van Dyck a beguin in Antwerpen. Dutch article p 29"
 "GP278","1","Had been a scholar for a year with the Benedictines at Brussels when she joined the Poor Clares (Chron, 14)"
 "HC047","1","She died of sunstroke."
 "PA111","1","William Middleton of Stockeld (d. 1658) and his wife Catherine Constable, whose children, born in the 1650s, included an Elizabeth (Stirnet). William's son Peter was father of Mary, PA112."
 "GP164","1","Mother's name given in Ruvigny, Jacobite Peerage, and ingilbyhistory.ripleycastle.co.uk/"
 "GP165","1","Mother's name given in Ruvigny, Jacobite Peerage, and ingilbyhistory.ripleycastle.co.uk/t"
 "GB109","2","No data given. Would be half sister of BF135.
She appears on the list only with a ?"
 "MW032","1","She entered the York convent school in 1775."
 "MW079","1","She was baptized 1773 16 Jan in the York convent chapel, the day after her birth. She was the Aunt of Joseph Aloysius Hansom, architect. Several members of the Hansom family lived in the Micklegate area and received sacraments in the York convent chapel. (CK-B)"
 "MW132","1","She migrated to England because of the French Revolution."
 "MW076","1","Her father was said to have possessed large estates in France. He was executed during the French Revolution. The family escaped to England, but her mother and siblings returned to France and all died on the guillotine. 
In 1815 the Abbé Gilbert asked that Sister Chantal should return to Paris to found a religious house. (CK-B)"
 "MW034","1","Campian was an alias."
 "MW040","1","She was briefly at York."
 "MW065","1","She worked on the English Mission and was certainly there from 1621 to 1623. Her real identity was kept secret and we do not know her name. In c. 1623 she wrote for her Superior (probably Frances Brooksby) a full account of her work on the English Mission. She was supported and protected by Lady Timperley of Hintlesham Hall, Suffolk, but she also lived in poor households. Her service extended to both rich and poor. (CK-B)"
 "MW093","1","She was in England in 1627."
 "MW096","1","Her contacts in Rome were important during Mary Ward's imprisonment. She was sent from Flanders to Rome in 1623 and spent the rest of her life there. Many letters to her from Mary Ward and Elizabeth Cotton survive in the _Mary Ward Texts_. They show the important part she played in the safeguarding of the Institute's Roman house. (CK-B)"
 "MW116","1","She is recorded at St Omer in 1623 and was in Munich from 1627 onwards. The family is said to be related to the Venerable Edward Morgan, martyred at Tyburn in 1642. (CK-B)"
 "MW125","1","Educated by the Mary Ward sisters in Paris. She went to Augsburg in 1662.  She was in Hammersmith in 1669 before residing at St Martin's Lane, where she was Superior until the house was closed by the 1688 Revolution. (CK-B)"
 "MW130","1","She was in Cologne in 1627."
 "DP116","1","Her brother, Ambrose, was a Jacobite.  Other brothers became priests, including a Jesuit (ODNB)."
 "DP117","1","Her brother, Ambrose, was a Jacobite.  Other brothers became priests, including a Jesuit (ODNB)."
 "DP118","1","Her brother, Ambrose, was a Jacobite.  Other brothers became priests, including a Jesuit (ODNB)."
 "GP241","1","Her grandfather Ambrose Rookwood was executed for his part in the Gunpowder Plot."
 "LA216","1","Her brother, Ambrose Rookwood, was executed for his role in the Gunpowder Plot.  Another brother, Henry, became a Franciscan, living in Rouen and Lisbon (ODNB)."
 "LA216","2","She was sent to become a nun by Rev John Gerard SJ, who recorded a short account of her life as a nun (Gerard autobiography, pp.33, 226, 261)."
 "LA215","1","Her brother, Ambrose Rookwood, was executed for his role in the Gunpowder Plot. Another brother, Henry, became a Franciscan, living in Rouen and Lisbon (ODNB)."
 "MW138","1","She was in Flanders until 1623 when she joined the group of eight sisters who were called to Rome. She was in Naples from 1624-1628 when the house was closed. She seems to have stayed in Naples and Rome for some time after 1628 but not as a member of the Institute. (CK-B) "
 "MW140","1","One of the original companions. Pictured in the Painted Life as one of the companions leaving England for Flanders in 1609. Was one of the members who remained at Liège after the suppression in 1630. Travelled to Rome with Winifred Wigmore in 1632 to join Mary Ward, remaining there until 1637. Followed the group to England. She was present at Mary Ward's deathbed."
 "MW158","1","She accompanied Mary Ward on all her journeys and was imprisoned with her. Almost certainly at Mary Ward's death bed and is thought to have returned to Germany before 1650: see Companions p114."
 "OB003","1","Judith Swarbrook has her as a lay sister"
 "OB006","1","According to Grimbert (1998) p301, she transferred to Pontoise Ursulines in 1786. "
 "OB008","1","Judith Swarbrook says she was a lay sister: obit makes her a choir sister."
 "OB012","1","check dob: age at death given as 77 which would make a dob of 1618 possible"
 "OB013","1","Judith Swarbrook says her sister Margaret was also a boarder."
 "OB107","1","Judith Swarbrook says transferred to Rouen 1786"
 "OB021","1","Judith Swarbrook says disagreement about parentage: alternative father Richard Calvert of Cockerham Hall, Lancs and sister of Charles Calvert SJ."
 "OB039","1","Judith Swarbrook says mother was wet-nurse to James II
68H10 gives permission 1684 to travel to England for treatment to eyes."
 "GB071","3","According to the Pontoise register she died at Paris where she had been sent for her health on 16 December 1661 and was buried there. She was brought from thence in her lead coffin and re-interred in the church of the Pontoise convent on 10 July 1671. Discussed by Judith Swarbrook."
 "OB046","1","According to Grimbert (1998) p301 she joined Pontoise Ursulines. "
 "OB054","1","Judith Swarbrook says brothers Peter and Henry were SJ"
 "OB056","1","Judith Swarbrook says brothers Peter and Henry were SJ"
 "OB066","1","Judith Swarbrook says boarder with sisters Catherine and Charlotte"
 "OB069","1","According to Grimbert (1998) p301 she transferred to Hotel Dieu, Pontoise on closure of convent: still there in 1793. "
 "OB072","1","Nolan p170 sent to Dublin mentioned by name in patent of James II, returned to Pontoise and later sent to Ypres for short time to assist in the revival of the Ypres convent. Ypres Nolan 218-9: Named in a letter from the Abbess of Pontoise (1700) as one of four nuns having permission to go to Ypres "
 "GB168","1","Sent to England on convent business 1657 and 1661: returned to Pontoise where elected 3rd abbess. Returned to England 1668."
